year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2014,Ford,Shelby GT500,Base,Coupe,manual,1zvbp8jz9e5260744,fl,48,2296,gray,gray,bartow ford co,55800,56500,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddug8cb1ea009600,pa,42,33078,black,black,r hollenshead auto sales inc,77000,74750,Fri Feb 20 2015 01:00:00 GMT-0800 (PST)
2014,Porsche,Cayman,S,Coupe,manual,wp0ab2a88ek190530,fl,39,19090,red,black,bartow ford co,56200,53000,Wed Feb 25 2015 01:25:00 GMT-0800 (PST)
2014,Porsche,Cayenne,S Hybrid,SUV,automatic,wp1ae2a22ela50744,la,46,6984,white,black,ray brandt infiniti of metairie llc,64000,60500,Wed Feb 18 2015 02:15:00 GMT-0800 (PST)
2013,BMW,M5,Base,Sedan,automatic,wbsfv9c52dc773976,fl,49,14413,white,black,lauderdale imports ltd bmw pembrok pines,65000,70200,Fri Feb 20 2015 01:35:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kwe88ff150895,ne,42,6304,white,gray,larson motors  inc.,51100,55500,Thu Feb 19 2015 11:00:00 GMT-0800 (PST)
2014,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,wa1dgafe8ed005589,ga,42,14394,silver,black,carworks inc,49700,50000,Thu Feb 19 2015 02:00:00 GMT-0800 (PST)
2014,Audi,A8,L TDI quattro,Sedan,automatic,waurmafd5en002068,wa,49,6829,gray,black,vw credit  inc/pilot,62000,62600,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover,Autobiography,SUV,automatic,salgv2ef5da119390,tx,39,38504,gray,beige,td auto finance,109000,87000,Wed Feb 18 2015 02:15:00 GMT-0800 (PST)
2013,Tesla,Model S,Performance,Sedan,automatic,5yjsa1dn2dfp09649,ca,49,25002,red,beige,stanford car co,64000,66500,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Convertible,automatic,wp0ca2a99ds141159,nv,38,30883,blue,black,beverly hills porsche,72000,68000,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Base,Convertible,automatic,1g1yb3d70e5115769,ny,5,1236,black,black,ws healey chevrolet buick inc,56800,54200,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2012,Ferrari,California,Base,Convertible,automatic,zff65lja6c0185410,fl,45,10180,red,tan,the collection,148000,141000,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2012,Mercedes-Benz,CLS-Class,CLS63 AMG,Sedan,automatic,wddlj7eb9ca042118,nv,37,45487,black,black,mercedes-benz financial services,57000,56000,Thu Feb 19 2015 14:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,4S,Sedan,automatic,wp0ab2a75cl060283,ca,38,31312,gray,black,mercedes benz of san francisco,56900,54000,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,Base,Sedan,automatic,wp0aa2a78cl072687,nv,39,22182,black,black,beverly hills porsche,51200,54250,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2012,Porsche,911,Turbo,Coupe,automatic,wp0ad2a9xcs766277,nv,48,20288,white,black,flycatcher llc,100000,97000,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2012,Porsche,911,Turbo,Coupe,automatic,wp0ad2a99cs766397,nv,36,25863,white,black,flycatcher llc,96000,94000,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2011,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax5b4082624,mo,5,35623,white,black,car city llc,50700,52500,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2010,Mercedes-Benz,G-Class,G550,SUV,automatic,wdcyc3hfxax182300,ca,43,55544,black,black,san diego sports cars,65000,62250,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc4fr131906,ga,5,9186,white,beige,carworks inc,51400,51800,Thu Feb 19 2015 10:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc4fr125848,pa,41,15088,—,black,r hollenshead auto sales inc,52200,51750,Fri Feb 20 2015 09:00:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc3fr218325,tx,43,13271,black,black,music city autoplex llc,50300,53750,Wed Feb 18 2015 02:20:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc1fr201121,tx,5,22847,white,gray,music city autoplex llc,47900,52250,Wed Feb 18 2015 02:20:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf6ea329772,nv,47,8329,white,beige,unique autos,73000,74750,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
2014,Lexus,LX 570,Base,SUV,automatic,jtjhy7ax5e4133091,tx,44,26688,black,tan,pro financial inc,69000,71750,Wed Mar 04 2015 02:20:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Evoque,Dynamic Premium,SUV,automatic,salvt2bg5eh933574,tx,49,10463,white,black,pm standley motorcars,52500,57900,Wed Feb 18 2015 02:20:00 GMT-0800 (PST)
2014,Mercedes-Benz,GL-Class,GL550 4MATIC,SUV,automatic,4jgdf7de4ea328680,fl,47,10450,silver,black,trucks unlimited inc,77000,79200,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,G-Class,G63 AMG,SUV,automatic,wdcyc7df8ex224059,fl,5,14198,—,brown,the collection,122000,123000,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2013,Mercedes-Benz,Sprinter,2500 170 WB Cargo,Van,automatic,wd3pe8cc5d5801059,nv,5,1575,black,—,mbz 4 less,31900,84000,Thu Feb 19 2015 14:30:00 GMT-0800 (PST)
2013,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5ef3dm261046,ca,41,14824,white,black,stanford car co,70000,70000,Wed Feb 18 2015 04:30:00 GMT-0800 (PST)
2011,Chevrolet,Corvette,Z06,Coupe,manual,1g1yl2de7b5101904,pa,48,7153,black,black,tdaf remarketing,53200,53700,Fri Feb 27 2015 01:00:00 GMT-0800 (PST)
2013,Chevrolet,Corvette,Z06,Coupe,manual,1g1yk2de6d5109885,tx,35,4189,black,black,hopper motorplex inc,55600,56750,Wed Feb 18 2015 02:15:00 GMT-0800 (PST)
2015,Chevrolet,Silverado 2500HD,LTZ,Crew Cab,automatic,1gc1kwe89ff186658,ga,48,21440,red,black,mcdonald auto sales & leasing,48400,50400,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2007,Aston Martin,DB9,Volante,Convertible,automatic,scfad02a57gb07680,ca,33,18105,black,tan,aaero sweet company,57400,56000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckc7fr248690,il,3,19624,black,black,gm/enterprise vehicle exchange,51200,52250,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2015,GMC,Sierra 3500HD,Denali,Crew Cab,automatic,1gt424e86ff133546,az,44,8697,black,black,lakefront auto sales inc,53700,56500,Thu Feb 19 2015 11:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,CLS-Class,CLS550 4MATIC,Sedan,automatic,wddlj9bb5ea123278,nv,5,212,white,black,unique autos,64000,66500,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
2013,BMW,6 Series,640i,Convertible,automatic,wbalw7c56ddx58318,ca,45,24924,gray,—,financial services remarketing (lease),51600,51000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,6 Series,650i,Coupe,automatic,wbaym9c52ddw20363,ca,39,15330,black,—,financial services remarketing (lease),53300,52000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,7 Series,750Li,Sedan,automatic,wbaye8c53dd132871,ca,47,22364,white,black,financial services remarketing (lease),55200,55250,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,6 Series,650i,Coupe,automatic,wbaym9c5xddw20238,ca,45,22777,white,black,financial services remarketing (lease),51100,51500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Audi,A8,L TDI quattro,Sedan,automatic,waurmafd8en000590,ca,49,8858,white,gray,vw credit xu ready,62000,66500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wauhgafc4en128576,ca,5,3319,white,black,vw credit xu ready,47800,53500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Audi,A7,Premium Plus quattro,Sedan,automatic,wauwgafc6en023092,nv,49,10977,gray,brown,cars for less llc,51500,51000,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE,SUV,automatic,salag2d4xda687599,ca,46,3584,gray,black,remarketing by ge/manheim riverside,53600,51500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c55ej876445,oh,44,4501,gray,tan,bmw north america raa,52600,50000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c59e0h20900,ca,5,37,black,black,financial services remarketing (lease),54900,61625,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c55e0h26340,ca,49,13,brown,black,financial services remarketing (lease),54500,58000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7daxdf001868,fl,4,3437,black,black,the collection,77000,75800,Thu Feb 19 2015 01:15:00 GMT-0800 (PST)
2014,Chevrolet,Corvette Stingray,Z51,Coupe,automatic,1g1ym2d71e5101836,pa,41,1657,green,black,kerbeck cadillac pontiac inc,56400,53250,Fri Feb 20 2015 01:15:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a79cl060352,ca,44,33545,black,black,the auto gallery,55300,57000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Corvette,Stingray,Coupe,automatic,1g1yb2d78f5109844,tn,5,479,black,black,sullivan auto group llc,52500,54200,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Ford,Escape,Titanium,SUV,automatic,1fmcu9j98eua23833,mo,43,27802,green,tan,ford-lincoln dealer program,22800,230000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2015,GMC,Yukon XL,SLT,SUV,automatic,1gks2hkc7fr240003,md,49,16145,black,black,enterprise veh exchange/rental,53700,50500,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,Infiniti,QX80,Base,SUV,automatic,jn8az2ne5e9064892,tn,49,19890,white,black,nissan north america inc.,57100,57200,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2013,Chevrolet,Corvette,427,Convertible,manual,1g1y73de5d5700071,pa,48,4624,white,blue,kerbeck cadillac pontiac inc,56800,63250,Fri Feb 20 2015 01:15:00 GMT-0800 (PST)
2015,Nissan,GT-R,Premium,Coupe,automatic,jn1ar5ef5fm280281,tn,44,4696,—,black,nissan north america inc.,82000,83100,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2013,Ford,F-150,SVT Raptor,SuperCrew,automatic,1ftfw1r63dfd55494,tx,45,8853,black,black,santander consumer,50400,51000,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2013,Maserati,GranTurismo,MC,Coupe,automatic,zam45vla3d0074292,fl,35,54061,black,black,the collection,79000,58000,Thu Mar 05 2015 01:15:00 GMT-0800 (PST)
2015,BMW,3 Series,328i xDrive,Sedan,automatic,wba3b3g58fnr86414,oh,49,5016,white,black,bmw north america greer,37300,53000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2015,BMW,5 Series,535i,Sedan,automatic,wba5b1c54fd918636,oh,5,6496,black,black,bmw north america greer,50100,50250,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2015,BMW,X5,xDrive35i,SUV,automatic,5uxkr0c5xf0k58927,ca,5,630,black,black,high bid trading co inc,56500,52500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2015,BMW,5 Series,535i,Sedan,automatic,wba5b1c54fd918698,oh,49,6185,black,black,bmw north america greer,50200,50000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2012,Audi,R8,5.2 quattro Spyder,Convertible,automatic,wuavnafg6cn001438,ca,39,56400,black,black,vci/auto gallery,107000,86000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d42ca378203,ca,33,15836,black,black,high bid trading co inc,55100,56000,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a78cl091198,ca,45,13089,black,black,the auto gallery,81000,80000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnsckkc3fr209814,fl,41,14087,black,black,enterprise veh exchange/rental,52400,52200,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2014,Infiniti,QX80,Base,SUV,automatic,jn8az2ne6e9063458,nv,49,14289,black,black,vegas motorcars inc,58600,56500,Fri Feb 20 2015 03:45:00 GMT-0800 (PST)
2014,Mercedes-Benz,E-Class,E350,Convertible,automatic,wddkk5kf8ef280889,ca,5,5199,white,black,mercedes-benz financial services,50400,51500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wddlj7db2ea097210,ca,42,16770,—,gray,mercedes-benz financial services,53100,54000,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,C-Class,C63 AMG,Coupe,automatic,wddgj7hb7eg283849,co,5,2007,gray,black,the auto connection,64000,57900,Wed Mar 04 2015 03:45:00 GMT-0800 (PST)
2014,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wddjk7da7ef024235,ca,44,10415,—,gray,mercedes-benz financial services,82000,81000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,6 Series,650i,Coupe,automatic,wbaym9c55ddw20454,oh,28,1289,white,—,bmw north america greer,58100,55000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,Audi,A8,L TDI quattro,Sedan,automatic,waurmafd8en001531,ca,44,12246,black,black,vci/auto gallery,61000,62500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Audi,A8,L TDI quattro,Sedan,automatic,waurmafd3en001470,ca,44,11622,white,beige,vci/auto gallery,61000,62500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35d,SUV,automatic,5uxks4c52e0j97390,oh,49,18875,gray,black,bmw north america greer,56100,56500,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c57ep737611,oh,44,6476,black,tan,bmw north america greer,52700,53750,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,M6,Base,Coupe,automatic,wbslx9c58ed160401,oh,36,5579,—,black,bmw north america greer,96000,94000,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,X5,xDrive35d,SUV,automatic,5uxks4c53e0c06990,oh,48,1655,gray,black,bmw north america greer,65000,61500,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,4 Series,435i,Convertible,automatic,wba3t3c51ep737619,oh,44,8015,black,black,bmw north america greer,50800,51250,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2014,BMW,M5,Base,Sedan,automatic,wbsfv9c58ed592988,oh,48,4503,gray,—,bmw north america greer,78000,96500,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2013,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef3d5121395,fl,36,26504,black,tan,lexus financial services,53400,53000,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,CLS-Class,CLS550,Sedan,automatic,wddlj7db3da066837,ca,38,14229,—,black,mercedes-benz financial services,50300,51500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db0da519075,ca,43,24479,—,black,mercedes-benz financial services,51900,52250,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db7da528341,ca,4,17581,black,black,mercedes-benz financial services,53300,54500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da510186,ca,43,7396,—,gray,mercedes-benz financial services,56200,56000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da499036,ca,31,22548,—,black,mercedes-benz financial services,52000,52000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da510760,ca,42,20060,black,black,mercedes-benz financial services,52600,54000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db0da505287,ca,42,20578,black,black,mercedes-benz financial services,53200,54750,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da503389,ca,31,16622,—,black,mercedes-benz financial services,53600,55500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db3da507681,ca,46,23609,black,black,mercedes-benz financial services,51700,53000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db4da519919,ca,39,27796,—,black,mercedes-benz financial services,50500,52500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db9da520466,ca,41,24283,black,black,mercedes-benz financial services,51500,53500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2009,Chevrolet,Corvette,ZR1,Coupe,manual,1g1yr26r795801320,fl,43,34066,gray,black,tdaf remarketing,54200,54800,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2014,Jaguar,XJ,XJL Portfolio,Sedan,automatic,sajwj2gd7e8v62841,oh,49,4495,—,black,jaguar north america llc,78000,76750,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2014,Jaguar,XJ,XJL Portfolio,Sedan,automatic,sajwj2gd7e8v62693,oh,5,13933,white,black,the hertz corporation,79000,66901,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2014,Toyota,Sequoia,Platinum FFV,SUV,automatic,5tddw5g10es094672,nc,46,16879,white,brown,hendrick durham auto mall,51100,51500,Wed Feb 25 2015 06:00:00 GMT-0800 (PST)
2015,Cadillac,Escalade,Luxury,SUV,automatic,1gys3bkjxfr203526,ca,38,10690,red,beige,aaero sweet company,71000,64000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db4da523078,ca,45,21536,—,black,mercedes-benz finc wholesale advantage,52200,57500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Mercedes-Benz,SL-Class,SL65 AMG,Convertible,automatic,wddjk7ka8df016615,ca,45,9521,—,gray,mercedes-benz usa,125000,114000,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2013,Porsche,Panamera,4,Sedan,automatic,wp0aa2a74dl016330,ca,31,1068,black,black,the hertz corporation,64000,61250,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,E-Class,E63 AMG,Sedan,automatic,wddhf7ebxca633825,ca,43,14480,—,gray,mercedes-benz finc wholesale advantage,58500,61500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba9cf169077,ca,35,27202,black,black,mercedes-benz financial services,59100,59000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2012,Porsche,Panamera,S,Sedan,automatic,wp0ab2a75cl062020,ca,33,29942,black,black,mckenna audi/mckenna bmw,56400,57000,Wed Mar 04 2015 04:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba7bf162840,ca,41,17865,gray,black,mercedes-benz finc wholesale advantage,54400,54500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Mercedes-Benz,SL-Class,SL550,Convertible,automatic,wdbsk7ba7bf162563,tn,43,28182,gray,red,wholesale inc # 2,51000,52500,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2011,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a76bl090310,ca,41,31129,silver,brown,mckenna audi/mckenna bmw,69000,69750,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc8fr198508,tx,45,21727,silver,brown,music city autoplex llc,48700,51500,Wed Feb 25 2015 02:20:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnscckc6fr202135,tx,43,16689,black,black,music city autoplex llc,49900,52500,Wed Feb 25 2015 02:20:00 GMT-0800 (PST)
2014,Lexus,LS 460,Base,Sedan,automatic,jthbl5ef3e5132141,ga,5,4832,black,gray,onemain rem/advance auto wholesale inc,63000,61400,Tue Mar 10 2015 02:30:00 GMT-0700 (PDT)
2013,Audi,S8,quattro,Sedan,automatic,waud2afd7dn008520,ca,37,18220,blue,silver,vci/audi of downtown la,71000,75500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,7 Series,740Li xDrive,Sedan,automatic,wbayf4c59dd127325,ca,44,24779,blue,—,financial services remarketing (lease),47900,54250,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,BMW,M6,Base,Convertible,automatic,wbslz9c5xdc985810,ca,47,24934,black,black,financial services remarketing (lease),63000,69500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf6eexfa475368,ca,5,2817,white,black,mercedes-benz usa,70000,76500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,CL-Class,CL63 AMG,Coupe,automatic,wddej7eb5da031109,ca,49,21545,black,black,mercedes-benz finc wholesale advantage,72000,81000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,BMW,7 Series,740i,Sedan,automatic,wbaya6c58fd826877,oh,47,7460,black,black,bmw north america greer,64000,65500,Tue Feb 24 2015 06:00:00 GMT-0800 (PST)
2012,Porsche,Panamera,4,Sedan,automatic,wp0aa2a72cl017281,ca,49,15108,white,tan,sports trend auto sales,53600,58000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2007,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr93w278042672,ca,35,22887,blue,beige,fratelli investment group,57500,57500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2015,Ford,F-250 Super Duty,Platinum,Crew Cab,automatic,1ft7w2bt4feb28429,fl,5,10325,silver,black,city style imports inc,37300,53400,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2014,Porsche,Cayman,S,Coupe,automatic,wp0ab2a81ek190577,ca,46,1859,white,black,the auto gallery,59700,63750,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2015,Chevrolet,Suburban,LTZ,SUV,automatic,1gnsckkc9fr209901,fl,5,11876,black,black,enterprise veh exchange/rental,52100,53200,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2014,BMW,M6 Gran Coupe,Base,Sedan,automatic,wbs6c9c58ed466927,fl,42,9475,gray,black,mercedes benz of sarasota,92000,90000,Tue Feb 24 2015 01:15:00 GMT-0800 (PST)
2009,Nissan,GT-R,Premium,Coupe,automatic,jn1ar54f99m250187,ga,31,33979,silver,gray,atlanta auto world,52400,50500,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2015,Chevrolet,Tahoe,LTZ,SUV,automatic,1gnskckcxfr219040,il,49,15535,white,brown,ec sales llc,52100,54000,Thu Feb 26 2015 02:00:00 GMT-0800 (PST)
2014,Infiniti,QX80,Base,SUV,automatic,jn8az2nc0e9350681,tn,44,13657,white,black,wholesale inc # 2,58600,63500,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Infiniti,QX80,Base,SUV,automatic,jn8az2nd0e9751074,fl,5,8008,black,black,zimmerman auto brokers inc,58600,59000,Tue Feb 24 2015 01:30:00 GMT-0800 (PST)
2014,Mercedes-Benz,CLS-Class,CLS63 AMG 4MATIC S-Model,Sedan,automatic,wddlj7gbxea100530,wi,44,17252,black,black,mercedes-benz finc wholesale advantage,76000,76700,Wed Feb 25 2015 02:00:00 GMT-0800 (PST)
2015,Mercedes-Benz,GL-Class,GL450 4MATIC,SUV,automatic,4jgdf6ee0fa468557,fl,47,11749,gray,black,sixt rent a car llc,72000,61100,Tue Mar 03 2015 01:30:00 GMT-0800 (PST)
2015,Cadillac,Escalade ESV,Premium,SUV,automatic,1gys4jkj3fr187810,ca,27,11175,black,black,midway hfc fleet,78000,66000,Tue Feb 24 2015 04:00:00 GMT-0800 (PST)
2014,Audi,A7,Premium Plus quattro,Sedan,automatic,wauwgafc6en127243,ca,5,2731,gray,black,executive business wholesale,52700,56500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Luxury,SUV,automatic,salsk2d45da772370,ca,41,35747,white,beige,high bid trading co inc,48100,50500,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2013,Mercedes-Benz,S-Class,S550,Sedan,automatic,wddng7db8da493289,fl,44,16622,white,beige,tdaf remarketing,53200,53400,Tue Feb 24 2015 01:00:00 GMT-0800 (PST)
2013,Porsche,911,Carrera,Convertible,automatic,wp0ca2a9xds140165,ca,44,19078,white,beige,porsche of hawaii,74000,75500,Tue Mar 03 2015 04:30:00 GMT-0800 (PST)
2013,Porsche,Panamera,Turbo,Sedan,automatic,wp0ac2a78dl090151,ca,41,9382,gray,beige,porsche of hawaii,85000,91000,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2011,Bentley,Continental GTC Speed,Base,Convertible,automatic,scbdp3za1bc067673,ca,45,38620,white,beige,high bid trading co inc,109000,111000,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2006,Bentley,Continental Flying Spur,Base,Sedan,automatic,scbbr53w06c036602,ca,37,42929,blue,tan,high bid trading co inc,51900,55000,Thu Feb 26 2015 04:00:00 GMT-0800 (PST)
2015,GMC,Yukon XL,SLT,SUV,automatic,1gks2hkcxfr237127,tn,5,24848,black,black,wholesale inc # 2,51100,51000,Wed Feb 25 2015 02:30:00 GMT-0800 (PST)
2014,Jaguar,F-TYPE,V8 S,Convertible,automatic,sajwa6glxemk06597,ca,5,3240,red,black,topline automotive inc,76000,75500,Thu Feb 26 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salwr2ef2ea304482,fl,43,23231,silver,black,platinum motor cars,81000,78500,Thu Mar 05 2015 03:30:00 GMT-0800 (PST)
